Department Name,Classification Name,Job Pay Rate,Job Start Date,Yrs Svc,Job Employer Status,Address Zip Code
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,3/19/2007,13.917,Active Full Time,92508
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,12/10/2018,2.167,Active Per Diem,91765
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,9/9/2019,1.417,Active Per Diem,91730
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,12/30/1999,21.167,Active Full Time,91750
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,38.506,4/11/2016,4.833,Active Full Time,92532
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,10/19/2020,0.333,Active Per Diem,92545
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,1/10/2000,21.083,Active Full Time,92377
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,1/8/2018,3.083,Active Per Diem,91709
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,10/8/2007,13.333,Active Regular Pa,91789
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,36.673,12/10/2018,2.167,Active Full Time,91767
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,9/11/2017,3.417,Active Per Diem,91789
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,34.948,3/9/2020,0.917,Active Full Time,91755
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,12/14/2020,0.167,Active Per Diem,92582
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,6/14/2005,15.667,Active Full Time,92354
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,5/4/2020,0.75,Per Diem - LOA,92307
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,5/4/2020,0.75,Active Per Diem,91761
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,11/12/2019,1.25,Active Per Diem,91739
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,12/27/2011,9.167,Active Full Time,91767
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.804,3/5/1984,36.917,Active Full Time,92881
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,11/10/2014,6.25,Active Per Diem,91104
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,7/10/2017,3.583,Active Per Diem,92377
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,34.927,10/8/2018,2.333,Active Full Time,92882
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,5/8/2006,14.75,RFT - LOA > 30 da,91750
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,38.506,5/12/2008,12.75,Active Full Time,92508
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,12/13/1999,21.167,Active Regular Pa,91710
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.804,12/1/1989,31.167,RFT - LOA > 30 da,91784
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,9/14/2020,0.417,Active Per Diem,90033
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,40.457,9/9/2019,1.417,Active Regular Pa,91710
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,12/15/2020,0.167,Active Part Time,91767
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,38.506,10/12/2015,5.333,RPT - LOA > 30 da,92585
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,8/1/2006,14.5,Active Full Time,91767
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,49.149,11/27/1989,31.25,Active Full Time,92407
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,38.506,3/23/2015,5.917,Active Full Time,92508
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,10/30/2006,14.333,Active Full Time,91761
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,12/10/2018,2.167,Active Per Diem,91711
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,8/1/2006,14.5,Active Full Time,92595
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.452,4/17/2014,6.833,Active Full Time,92624
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,7/10/2006,14.583,RFT - LOA > 30 da,92374
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,11/16/2020,0.25,Active Per Diem,91730
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,4/27/2020,0.833,Active Per Diem,92377
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,11/1/2010,10.25,Active Per Diem,91761
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,4/27/2020,0.833,Active Per Diem,91709
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,1/3/2007,14.083,RFT - LOA > 30 da,92336
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,34.927,8/13/2018,2.5,Active Regular Pa,92336
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.804,9/27/1983,37.417,RFT - LOA > 30 da,91761
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,33.264,3/4/2008,12.917,Active Full Time,91752
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,3/4/2003,17.917,Active Full Time,92313
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,5/12/2008,12.75,Active Full Time,91786
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,36.673,4/11/2016,4.833,Active Full Time,91701
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,11/25/2020,0.25,Active Per Diem,90602
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.808,1/8/1997,24.083,Active Regular Pa,92557
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,12/10/2001,19.167,Active Full Time,91763
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,33.284,11/17/2020,0.25,Active Full Time,92503
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,7/24/2007,13.583,Active Full Time,92325
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,6/10/2019,1.667,Active Per Diem,91773
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,40.432,5/12/2014,6.75,Active Full Time,92592
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,38.506,8/13/2018,2.5,Active Full Time,92880
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,10/26/2020,0.333,Active Per Diem,92883
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,9/9/2019,1.417,Active Per Diem,91792
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,49.149,4/19/1984,36.833,Active Full Time,91748
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,6/26/2019,1.667,Active Full Time,91786
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.865,11/11/2019,1.25,Active Per Diem,92057
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,40.432,6/9/2014,6.667,Active Full Time,92591
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.804,4/13/1992,28.833,Active Full Time,92324
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,42.48,3/26/1984,36.917,Active Regular Pa,91784
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,1/8/2013,8.083,Active Full Time,92344
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,46.804,9/16/1982,38.417,RFT - LOA > 30 da,91701
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,12/27/2011,9.167,Active Per Diem,90013
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,48.239,1/8/2018,3.083,Active Per Diem,92376
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,44.576,7/14/2008,12.583,Active Full Time,91701
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,33.264,7/8/2019,1.583,Active Full Time,91701
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,34.927,8/13/2018,2.5,Active Full Time,92346
FAMILY MEDICINE RESI,"SCIENTIST, BEHAVIORA",52.283,8/1/2017,3.5,Active Full Time,91767
LABORATORY,"SCIENTIST, CLINICAL",64.142,11/6/2014,6.25,Active Regular Pa,91792
LABORATORY,"SCIENTIST, CLINICAL",55.585,10/10/2016,4.333,Active Part Time,91702
LABORATORY,"SCIENTIST, CLINICAL",58.364,1/16/1991,30.083,RFT - LOA Workers,91730
LABORATORY,"SCIENTIST, CLINICAL",59.765,7/23/1998,22.583,Active Full Time,91739
LABORATORY,"SCIENTIST, CLINICAL",55.585,9/4/2018,2.417,Active Regular Pa,90650
LABORATORY,"SCIENTIST, CLINICAL",48.016,1/13/2003,18.083,RFT - LOA > 30 da,92336
LABORATORY,"SCIENTIST, CLINICAL",55.585,2/3/2020,1.0,Active Part Time,91763
LABORATORY,"SCIENTIST, CLINICAL",55.585,2/8/2016,5.0,Active Full Time,91710
LABORATORY,"SCIENTIST, CLINICAL",55.585,1/30/2017,4.083,Active Part Time,92831
BLOOD BANK,"SCIENTIST, CLINICAL",55.585,4/9/2001,19.833,Active Full Time,91761
LABORATORY,"SCIENTIST, CLINICAL",55.585,4/6/2016,4.833,Active Full Time,91765
LABORATORY,"SCIENTIST, CLINICAL",55.585,4/6/2016,4.833,Active Full Time,91709
BLOOD BANK,"SCIENTIST, CLINICAL",52.938,7/22/2019,1.583,Active Full Time,91730
LABORATORY,"SCIENTIST, CLINICAL",48.016,8/12/2019,1.5,Active Regular Pa,91730
LABORATORY,"SCIENTIST, CLINICAL",55.585,10/3/2016,4.333,Active Full Time,91741
LABORATORY,"SCIENTIST, CLINICAL",55.585,10/9/2006,14.333,Active Full Time,91741
LABORATORY,"SCIENTIST, CLINICAL",41.478,1/31/2019,2.083,Active Part Time,91711
LABORATORY,"SCIENTIST, CLINICAL",55.585,3/31/2014,6.917,Active Full Time,91750
LABORATORY,"SCIENTIST, CLINICAL",64.142,4/29/2002,18.833,Active Full Time,92887
LABORATORY,"SCIENTIST, CLINICAL",55.585,6/18/2015,5.667,Active Regular Pa,91745
LABORATORY,"SCIENTIST, CLINICAL",39.504,2/24/2020,1.0,Active Part Time,91709
LABORATORY,"SCIENTIST, CLINICAL",55.585,12/26/2014,6.167,Active Regular Pa,91701
LABORATORY,"SCIENTIST, CLINICAL",41.478,7/13/2020,0.583,Active Part Time,91730
LABORATORY,"SCIENTIST, CLINICAL",41.478,10/27/2020,0.333,Active Part Time,91792
LABORATORY,"SCIENTIST, CLINICAL",67.349,3/10/1980,40.917,Active Regular Pa,91750
LABORATORY,"SCIENTIST, CLINICAL",55.585,8/3/2015,5.5,Active Full Time,92376
LABORATORY,"SCIENTIST, CLINICAL",50.417,11/9/2015,5.25,Active Full Time,91767
LABORATORY,"SCIENTIST, CLINICAL",55.585,5/17/2018,2.75,Active Regular Pa,90630
LABORATORY,"SCIENTIST, CLINICAL",55.585,7/10/2017,3.583,Active Full Time,91789
LABORATORY,"SCIENTIST, CLINICAL",55.585,1/2/2019,2.083,Active Part Time,91762
LABORATORY,"SCIENTIST, CLINICAL",43.552,8/27/2018,2.5,Active Part Time,91733
LABORATORY,"SCIENTIST, CLINICAL",59.765,7/26/2005,15.583,Active Regular Pa,91744
LABORATORY,"SCIENTIST, CLINICAL",55.585,3/11/2013,7.917,Active Full Time,91765
LABORATORY,"SCIENTIST, CLINICAL",55.585,8/23/2001,19.5,Active Full Time,91701
LABORATORY,"SCIENTIST, CLINICAL",59.765,9/27/2005,15.417,Active Full Time,91761
LABORATORY,"SCIENTIST, CLINICAL",55.585,4/23/2014,6.833,Active Full Time,91108
LABORATORY,"SCIENTIST, CLINICAL",58.364,10/2/1989,31.333,Active Full Time,91701
LABORATORY,"SCIENTIST, CLINICAL",58.364,11/26/1990,30.25,Active Regular Pa,91765
LABORATORY,"SCIENTIST, CLINICAL",55.585,3/11/2019,1.917,Active Part Time,92336
LABORATORY,"SCIENTIST, CLINICAL",39.504,11/16/2020,0.25,Active Part Time,91766
LABORATORY,"SCIENTIST, CLINICAL",55.585,7/31/2018,2.583,Active Part Time,91762
LABORATORY,"SCIENTIST, CLINICAL",58.364,5/16/1988,32.75,Active Full Time,92860
LABORATORY,"SCIENTIST, CLINICAL",58.364,5/26/1987,33.75,Active Regular Pa,91701
LABORATORY,"SCIENTIST, CLINICAL",55.585,5/11/2015,5.75,Active Part Time,91214
LABORATORY,"SCIENTIST, CLINICAL",58.364,5/27/1980,40.75,Active Regular Pa,91765
LABORATORY,"SCIENTIST, SR CLINIC",70.717,9/7/1976,44.417,Active Part Time,90740
LABORATORY,"SCIENTIST, SR CLINIC",70.717,4/6/1988,32.833,RFT - LOA > 30 da,91750
PHYSICAL THERAPY CLA,"SECRETARY, PT DEPART",23.687,2/13/2017,4.0,Active Full Time,91710
PHYSICAL THERAPY,"SECRETARY, PT DEPART",27.422,5/29/2018,2.75,Active Full Time,92337
PHYSICAL THERAPY,"SECRETARY, PT DEPART",26.115,6/10/2019,1.667,Active Full Time,91767
PHYSICAL THERAPY,"SECRETARY, PT DEPART",21.485,3/4/2019,1.917,Active Full Time,91710
PHYSICAL THERAPY,"SECRETARY, PT DEPART",27.422,12/12/2016,4.167,Active Full Time,91706
PHY THER LAVERNE HC,"SECRETARY, PT DEPART",23.687,1/9/2017,4.083,Active Full Time,91701
PHYSICAL THERAPY,"SECRETARY, PT DEPART",20.462,3/25/2019,1.917,Active Full Time,91763
PHYSICAL THERAPY,"SECRETARY, PT DEPART",22.559,8/8/2016,4.5,Active Full Time,91701
PHYSICAL THERAPY,"SECRETARY, PT DEPART",23.687,4/14/2003,17.833,Active Full Time,92367
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",28.793,10/5/1992,28.333,Active Regular Pa,91768
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",28.793,3/4/1985,35.917,Active Regular Pa,91764
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",21.485,2/5/2018,3.0,Active Full Time,91786
SURGERY OP PAVILION,"SECRETARY, SURGERY D",27.422,5/8/2000,20.75,Active Full Time,91711
SURGERY OP PAVILION,"SECRETARY, SURGERY D",27.422,2/12/2001,20.0,Active Full Time,91762
PAYROLL,SENIOR PAYROLL SPEC,37.74,1/9/2006,15.083,Active Full Time,91730
PAYROLL,SENIOR PAYROLL SPEC,37.74,1/8/2018,3.083,Active Full Time,91701
INFORMATION SERVICES,SENIOR SECURITY ADMI,68.365,6/29/2020,0.667,Active Full Time,92571
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",46.496,11/12/2007,13.25,Active Full Time,91765
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",48.821,3/21/1985,35.917,Active Full Time,92507
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",46.496,7/11/2011,9.583,Active Full Time,91711
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",38.253,8/13/2018,2.5,Active Part Time,91711
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",38.253,6/1/2017,3.667,Active Part Time,92374
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",40.165,9/10/2018,2.417,Active Full Time,91767
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",46.496,1/4/2021,0.083,Active Part Time,91730
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",40.165,4/3/2017,3.833,Active Part Time,91709
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",46.496,1/23/2006,15.083,Active Full Time,91784
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",36.431,6/10/2019,1.667,Active Full Time,91750
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",40.165,6/17/2016,4.667,Active Full Time,91711
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",48.964,5/9/2011,9.75,Active Full Time,91708
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",44.412,6/15/2015,5.667,Active Full Time,92887
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",40.282,11/2/2016,4.25,Active Part Time,91016
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",48.964,3/2/2018,2.917,Active Part Time,91709
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",42.297,4/17/2017,3.833,Active Regular Pa,90601
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",51.412,4/26/1995,25.833,Active Full Time,91730
CCC SUP SERV,"SOCIAL WORKER, LICEN",48.964,5/1/2008,12.75,Active Full Time,91737
INFORMATION SERVICES,SOFTWARE ENGINEER II,49.184,12/11/2017,3.167,Active Full Time,92806
INFORMATION SERVICES,SOFTWARE ENGINEER II,52.025,5/29/2018,2.75,Active Full Time,91766
INFORMATION SERVICES,SOFTWARE ENGINEER II,60.801,3/26/2012,8.917,Active Full Time,92683
FOOD & NUTRITION SER,SOUS CHEF,29.567,8/18/2019,1.5,Active Full Time,91702
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,1/3/2005,16.083,Active Full Time,91701
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,1/3/2014,7.083,Active Part Time,92882
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",41.671,4/27/2015,5.833,Active Full Time,91740
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,1/14/2002,19.083,Active Full Time,92507
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",41.671,7/6/2015,5.583,Active Full Time,91701
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",41.671,7/9/2003,17.583,Active Full Time,91789
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,6/16/1997,23.667,Active Full Time,91784
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,12/11/2006,14.167,Active Full Time,92336
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,1/2/2014,7.083,Active Full Time,90660
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,4/4/2016,4.833,Active Full Time,92883
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",48.239,2/27/1987,34.0,Active Full Time,91739
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,4/24/2006,14.833,Active Full Time,91784
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,4/13/2015,5.833,Active Full Time,91789
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",43.755,6/18/2013,7.667,Active Full Time,92407
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,12/8/2000,20.167,RFT - LOA > 30 da,91730
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",39.687,1/7/2020,1.083,Active Full Time,92804
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,1/3/2000,21.083,Active Full Time,91792
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",41.671,1/5/2015,6.083,Active Full Time,91776
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",39.687,1/9/2017,4.083,Active Full Time,90065
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",37.797,9/9/1998,22.417,Active Full Time,91730
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,6/11/2001,19.667,Active Full Time,91724
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",48.239,8/2/1988,32.5,Active Full Time,92336
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",45.942,3/1/2017,3.917,Active Full Time,91752
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",43.755,4/20/2015,5.833,Active Full Time,91766
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",41.671,5/2/2002,18.75,Active Full Time,91773
HUMAN RESOURCES,"SPECIALIST, ASSOCIAT",46.161,10/29/2007,13.333,Active Full Time,91784
HUMAN RESOURCES,"SPECIALIST, ASSOCIAT",54.617,4/2/2012,8.833,Active Full Time,91773
SATELLITE CENTRAL BI,"SPECIALIST, BILLING",22.579,1/8/2018,3.083,Active Full Time,91766
NICU,"SPECIALIST, CLINICAL",84.646,7/18/1988,32.583,Active Regular Pa,91710
PEDIATRICS,"SPECIALIST, CLINICAL",80.615,8/11/1997,23.5,Active Full Time,91773
MATERIALS MGNT ADMIN,"SPECIALIST, CLINICAL",67.308,8/24/2020,0.5,Active Full Time,91750
HUMAN RESOURCES,"SPECIALIST, EMPLOYME",31.06,1/13/2020,1.083,Active Full Time,92555
HUMAN RESOURCES,"SPECIALIST, EMPLOYME",31.06,4/3/2017,3.833,Active Full Time,91710
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",37.259,11/12/2018,2.25,Active Full Time,91765
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",41.079,1/28/2002,19.083,Active Full Time,91767
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",41.079,4/1/2008,12.833,Active Full Time,91710
SATELLITE CENTRAL BI,"SPECIALIST, LEAD AR",29.037,8/26/2003,17.5,Active Full Time,91740
HUMAN RESOURCES,"SPECIALIST, LEAD EMP",39.711,8/1/2005,15.5,Active Full Time,92555
SATELLITE CENTRAL BI,"SPECIALIST, LEAD PAY",27.916,5/4/2011,9.75,Active Full Time,91706
SATELLITE CENTRAL BI,"SPECIALIST, LEAD PRE",29.037,10/3/2016,4.333,Active Full Time,91763
MATERIALS MGNT ADMIN,"SPECIALIST, MATERIAL",41.241,12/5/2011,9.167,Active Full Time,91709
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",22.914,8/6/2017,3.5,Active Full Time,92335
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",18.85,8/17/2020,0.5,Active Full Time,92336
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",19.793,7/8/2019,1.583,Active Part Time,91773
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",22.914,1/30/2006,15.083,Active Full Time,91766
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",18.85,2/18/2020,1.0,Active Part Time,91789
SURGERY,"SPECIALIST, PERIOPER",55.767,12/10/2007,13.167,Active Full Time,92337
PHARMACY,"SPECIALIST, PHARMACI",67.282,7/27/2020,0.583,Active Full Time,91767
PHARMACY,"SPECIALIST, PHARMACY",41.184,9/6/2011,9.417,Active Full Time,91767
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",24.894,9/8/2014,6.417,Active Full Time,91784
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",24.894,3/13/2017,3.917,Active Full Time,91730
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",21.503,9/3/2019,1.417,Active Full Time,91730
PLANT OPERATIONS,"SPECIALIST, SECURITY",38.879,8/9/2017,3.5,Active Full Time,92346
MATERIALS MGNT ADMIN,"SPECIALIST, SR APPLI",47.5,8/3/2007,13.5,Active Full Time,92407
NURSE STAFFING,"SPECIALIST, STAFFING",29.92,9/14/2015,5.417,Active Full Time,91773
NICU,"SPECIALIST, STOREROO",30.778,2/10/1997,24.0,Active Full Time,91786
PHYSICAL THERAPY CLA,SPEECH THER ASSIST,41.593,6/2/2014,6.667,Active Regular Pa,92407
STERILE PROCESSING,STERILE PROC TECH,22.131,1/7/2018,3.083,Active Full Time,92336
STERILE PROCESSING,STERILE PROC TECH,24.399,11/16/2015,5.25,Active Full Time,91748
SURGERY OP PAVILION,STERILE PROC TECH,25.62,3/5/2018,2.917,RFT - LOA Workers,91701
STERILE PROCESSING,STERILE PROC TECH,25.62,11/7/2011,9.25,Active Part Time,91784
STERILE PROCESSING,STERILE PROC TECH,20.072,7/27/2020,0.583,Active Part Time,92530
STERILE PROCESSING,STERILE PROC TECH,20.072,7/27/2020,0.583,RFT - LOA > 30 da,91748
STERILE PROCESSING,STERILE PROC TECH,25.62,12/5/2011,9.167,Active Part Time,91761
STERILE PROCESSING,STERILE PROC TECH,25.62,7/13/2015,5.583,Active Full Time,91761
STERILE PROCESSING,STERILE PROC TECH,26.901,8/24/1992,28.5,Active Regular Pa,91730
STERILE PROCESSING,STERILE PROC TECH,25.62,6/9/2008,12.667,Active Part Time,91762
STERILE PROCESSING,STERILE PROC TECH,20.072,9/3/2019,1.417,Active Regular Pa,91104
STERILE PROCESSING,STERILE PROC TECH,22.131,9/17/2020,0.417,Active Full Time,91701
STERILE PROCESSING,STERILE PROC TECH II,26.908,7/12/2004,16.583,RFT - LOA > 30 da,92345
STERILE PROCESSING,STERILE PROC TECH II,23.884,5/24/2017,3.75,RFT - LOA > 30 da,91710
STERILE PROCESSING,STERILE PROC TECH II,26.908,1/25/2016,5.083,Active Part Time,91104
STERILE PROCESSING,STERILE PROC TECH II,25.626,7/2/2018,2.583,Active Regular Pa,92336
STERILE PROCESSING,STERILE PROC TECH II,26.908,1/16/2017,4.083,Active Full Time,92324
STERILE PROCESSING,STERILE PROC TECH II,23.884,11/17/1997,23.25,Active Full Time,92371
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",20.813,12/2/2014,6.167,Active Full Time,91764
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",21.854,10/21/2004,16.333,Active Full Time,92571
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",21.854,1/26/2006,15.083,Active Full Time,91786
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",21.854,1/6/2003,18.083,Active Full Time,91763
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",22.947,7/16/1990,30.583,Active Full Time,91764
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",19.822,3/18/2018,2.917,Active Full Time,91766
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",21.854,8/29/2016,4.5,Active Full Time,91761
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",17.978,4/1/2019,1.833,Active Full Time,92553
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",20.813,12/29/2014,6.167,Active Full Time,90670
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",16.307,6/12/2019,1.667,Active Regular Pa,90650
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",19.822,6/11/2018,2.667,Active Full Time,91711
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",17.978,9/11/2017,3.417,Active Part Time,91767
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",22.947,2/12/1990,31.0,Active Full Time,91761
LINEN,"STOCK CLK, LINEN",21.014,4/9/2003,17.833,Active Regular Pa,91750
LINEN,"STOCK CLK, LINEN",21.014,1/5/2005,16.083,Active Full Time,92335
LINEN,"STOCK CLK, LINEN",19.059,3/2/2015,5.917,Active Regular Pa,91739
LINEN,"STOCK CLK, LINEN",21.014,8/13/2001,19.5,Active Full Time,91766
LINEN,"STOCK CLK, LINEN",15.68,6/17/2019,1.667,Active Part Time,91766
LINEN,"STOCK CLK, LINEN",14.933,7/28/2020,0.583,Active Full Time,91764
LINEN,"STOCK CLK, LINEN",14.933,11/2/2020,0.25,Active Full Time,91722
FINANCIAL SERVICES,"SUPERVISOR, ACCOUNTS",41.851,3/13/1989,31.917,Active Full Time,92392
SATELLITE CENTRAL BI,"SUPERVISOR, ACCOUNTS",35.704,4/16/2018,2.833,Active Full Time,91724
RESOURCE CENTER,"SUPERVISOR, ADMINIST",82.271,7/22/1974,46.583,Active Full Time,91767
RESOURCE CENTER,"SUPERVISOR, ADMINIST",86.855,2/10/1986,35.0,Active Full Time,91773
RESOURCE CENTER,"SUPERVISOR, ADMINIST",63.95,3/10/1986,34.917,Active Part Time,91766
RESOURCE CENTER,"SUPERVISOR, ADMINIST",73.902,9/10/2018,2.417,Active Full Time,91709
RESOURCE CENTER,"SUPERVISOR, ADMINIST",77.794,11/12/1984,36.25,Active Regular Pa,91737
RESOURCE CENTER,"SUPERVISOR, ADMINIST",86.855,6/12/1978,42.667,Active Regular Pa,92223
